startDate,userName,endDate,totalHoursPerDay,Comment,_id,userEmail,activities,totalHours
2024-04-04T19:25:32Z,Deborah Dinse,2024-01-16T11:54:05Z,"[6, 9, 1, 3, 0, 3, 2]",Average,692FBE3beACEce40aff3ab5C,ddinse39@aboutads.info,BAU Activity,24
2024-02-01T03:53:48Z,Theodoric Saphir,2024-02-04T08:48:43Z,"[4, 8, 9, 7, 6, 9, 9]",Excellent,DAf4ADcD45dc7C7acb0DafCB,tsaphir3a@fastcompany.com,BAU Activity,52
2024-01-01T13:54:29Z,Bran Eason,2024-03-21T09:57:33Z,"[10, 10, 4, 9, 5, 6, 2]",Average,fd3ddaFeBd8aa3ECe9A6DFce,beason3b@sitemeter.com,BAU Activity,46
2024-03-21T00:34:40Z,Concettina Winslade,2024-01-15T00:58:50Z,"[4, 5, 4, 3, 3, 7, 2]",Good,b0dCb2Fc3AE71c1d8Ace18Da,cwinslade3c@pcworld.com,BAU Activity,28
2024-01-15T03:31:47Z,Reinhard Laurens,2024-04-26T01:06:12Z,"[2, 9, 5, 7, 1, 0, 6]",Excellent,D76c79BEFD6B6DadBdD8C6AD,rlaurens3d@jiathis.com,Sales Activity,30
2024-03-07T21:08:15Z,Emmi Rijkeseis,2024-05-15T20:24:23Z,"[0, 2, 2, 1, 1, 8, 7]",Very Poor,eeE65bFbd24cdb6C9CdcAeeE,erijkeseis3e@army.mil,BAU Activity,21
2024-03-27T06:53:55Z,Killian Polo,2024-04-14T05:29:22Z,"[6, 8, 8, 6, 4, 9, 5]",Very Poor,c3cDbFadfCAdfBCCfECeb282,kpolo3f@live.com,BAU Activity,46
2024-01-14T02:18:27Z,Kristos Eshelby,2024-05-20T15:04:39Z,"[4, 9, 9, 5, 6, 6, 1]",Average,9BaFfaeCdFD7cd2bD44FBbAC,keshelby3g@joomla.org,BAU Activity,40
2024-05-05T16:50:14Z,Dur Atterbury,2024-04-12T09:51:43Z,"[2, 10, 3, 9, 5, 6, 7]",Very Poor,b0abEDB277ad3D9dCdBCaA9b,datterbury3h@pen.io,BAU Activity,42
2024-04-09T05:20:34Z,Ari Rillatt,2024-02-15T14:12:36Z,"[9, 8, 5, 2, 7, 1, 5]",Average,e7eC3De8BdeB317dad0aea33,arillatt3i@noaa.gov,BAU Activity,37
2024-02-20T11:32:27Z,Francois Chiese,2024-02-11T09:56:23Z,"[7, 4, 2, 6, 10, 6, 2]",Average,afCae94cC6DDC029eC233fDA,fchiese3j@infoseek.co.jp,BAU Activity,37
2024-05-21T22:24:45Z,Shayna Father,2024-02-11T21:04:15Z,"[6, 8, 4, 7, 2, 5, 9]",Excellent,DD5A33Cbc6EE15F77FfbDDF7,sfather3k@cdc.gov,Sales Activity,41
2024-01-20T21:43:00Z,Saundra Flecknoe,2024-05-22T18:30:38Z,"[7, 7, 9, 8, 2, 7, 8]",Good,beDFdfdFBD7E92E1E0eCB50E,sflecknoe3l@discovery.com,BAU Activity,48
2024-02-25T12:49:12Z,Bancroft Sinkinson,2024-01-27T03:42:43Z,"[3, 1, 8, 3, 7, 1, 5]",Average,b3EAfaEb5EC34efE17000f84,bsinkinson3m@artisteer.com,Sales Activity,28
2024-05-25T15:34:23Z,Englebert Bollands,2024-04-25T20:30:45Z,"[5, 4, 3, 7, 10, 2, 9]",Very Poor,CAB040A65F0cee13b2adeBbB,ebollands3n@comsenz.com,Sales Activity,40
2024-02-21T03:29:03Z,Urson Wyleman,2024-04-07T01:12:07Z,"[7, 10, 5, 7, 10, 1, 7]",Poor,C4aeBCF68DdAFAFfbAb29f1a,uwyleman3o@huffingtonpost.com,Sales Activity,47
2024-03-04T16:38:29Z,Reider Drage,2024-04-05T17:02:31Z,"[4, 4, 0, 0, 0, 6, 10]",Very Poor,4dBCe3de619aBCE2FEEcC94d,rdrage3p@jugem.jp,BAU Activity,24
2024-02-05T10:39:09Z,Lida Shildrake,2024-01-11T13:03:04Z,"[1, 4, 3, 9, 5, 3, 0]",Average,0Aa8feaa43EaCf8bBfeaF814,lshildrake3q@spotify.com,Sales Activity,25
2024-01-07T10:36:20Z,Lanny Hanratty,2024-03-23T12:44:44Z,"[2, 5, 7, 1, 0, 1, 6]",Average,EA2FEAefd0AceFdeACCe1ABb,lhanratty3r@telegraph.co.uk,BAU Activity,22
2024-01-02T06:00:32Z,Sheeree Woolrich,2024-02-20T07:50:29Z,"[8, 6, 9, 0, 3, 0, 3]",Excellent,FC8E78FEe1E7B9A182b72e8b,swoolrich3s@bluehost.com,BAU Activity,29
2024-04-05T21:38:42Z,Andriette McCahill,2024-03-01T19:59:52Z,"[4, 7, 3, 5, 9, 3, 8]",Very Poor,AC59eA83ADF6DdCf304f198d,amccahill3t@trellian.com,BAU Activity,39
2024-05-18T00:55:18Z,Danella Badgers,2024-03-14T08:10:53Z,"[4, 8, 1, 3, 0, 0, 6]",Excellent,BB3Fde4deEfeb8c0FcfBEb1E,dbadgers3u@usda.gov,Sales Activity,22
2024-01-29T19:33:52Z,Drusilla Pilsbury,2024-03-24T11:11:24Z,"[4, 8, 1, 6, 1, 6, 1]",Poor,Db4FECfDA7FfBcedfcEDBf42,dpilsbury3v@icio.us,BAU Activity,27
2024-03-28T19:25:34Z,Lowrance Scone,2024-01-27T00:10:30Z,"[7, 7, 2, 8, 8, 3, 9]",Very Poor,1975A6da30aD48ba8Bee4C87,lscone3w@ca.gov,Sales Activity,44
2024-04-09T21:36:52Z,Inge Pyatt,2024-03-20T21:24:40Z,"[5, 2, 7, 10, 5, 6, 0]",Excellent,a9aBfCB2dAddb06dF1f1e0df,ipyatt3x@craigslist.org,BAU Activity,35
2024-01-31T12:02:03Z,Norman Beuscher,2024-03-24T13:11:52Z,"[6, 2, 3, 3, 1, 7, 3]",Poor,bA0f68deCe2A988d46bce7Fb,nbeuscher3y@hhs.gov,BAU Activity,25
2024-02-22T20:08:17Z,Tremaine Gamett,2024-04-12T19:14:39Z,"[3, 3, 4, 0, 4, 0, 3]",Very Poor,bafC93dCf16FAfd9a0CADAeB,tgamett3z@slideshare.net,BAU Activity,17
2024-02-08T14:39:25Z,Stearn Ivanchin,2024-03-18T07:09:36Z,"[10, 8, 8, 2, 9, 3, 0]",Good,AcaaBbfa3Dd0c0d36c850fB8,sivanchin40@shinystat.com,Sales Activity,40
2024-05-12T02:56:02Z,Kellina Moulton,2024-01-11T17:00:04Z,"[8, 9, 4, 8, 9, 5, 6]",Average,c85Eefa3FfDe29F1ED461Dbe,kmoulton41@ted.com,Sales Activity,49
2024-01-25T02:39:45Z,Melosa Cuthill,2024-01-10T05:15:46Z,"[7, 3, 7, 2, 1, 1, 5]",Average,9F2B496CeCA58B2BF187Ea68,mcuthill42@jugem.jp,Sales Activity,26
2024-01-04T15:17:48Z,Edie Bermingham,2024-02-10T21:46:32Z,"[4, 0, 1, 0, 6, 7, 7]",Excellent,01d250Dec0FBEbeceF9CddBF,ebermingham43@youtube.com,BAU Activity,25
2024-02-10T16:42:04Z,Page Mannering,2024-04-28T16:46:14Z,"[6, 1, 5, 8, 5, 7, 9]",Average,d3bE2F8abCFECF58dAdEFFD5,pmannering44@ocn.ne.jp,BAU Activity,41
2024-03-09T22:07:02Z,Bartholemy Curran,2024-02-17T07:31:04Z,"[4, 6, 10, 7, 7, 0, 10]",Poor,ddBD9CfAF97D70412A7f1bDd,bcurran45@typepad.com,Sales Activity,44
2024-04-25T17:07:04Z,Shelli McGarrie,2024-05-22T02:15:04Z,"[9, 0, 1, 9, 3, 3, 2]",Very Poor,F4Be9bADAabDCaA777acb273,smcgarrie46@go.com,BAU Activity,27
2024-05-27T09:18:40Z,Joey Culverhouse,2024-03-26T07:52:51Z,"[5, 8, 5, 6, 4, 2, 3]",Very Poor,2f0AEEBfCB66D7C6c3Ee3ddb,jculverhouse47@reference.com,Sales Activity,33
2024-05-28T02:09:30Z,Jarrett De Malchar,2024-01-02T13:21:59Z,"[9, 8, 8, 8, 6, 1, 2]",Good,E72F84bD3D3eDB0a5B1Dc97e,jde48@vkontakte.ru,BAU Activity,42
2024-01-10T19:39:08Z,Ynes Mustarde,2024-01-01T18:36:20Z,"[1, 2, 7, 2, 7, 6, 10]",Good,2Db20EadF8D1fDFBb49C5bbD,ymustarde49@unesco.org,Sales Activity,35
2024-02-14T15:14:04Z,Ebenezer Dulinty,2024-05-15T19:08:48Z,"[3, 10, 3, 2, 9, 6, 6]",Poor,0D5bbccD61fFc3ab4DeCB91F,edulinty4a@list-manage.com,BAU Activity,39
2024-02-04T01:43:24Z,Philippa Williamson,2024-04-25T01:10:05Z,"[1, 6, 10, 8, 6, 4, 5]",Good,AfdbeD610CC40Ad905Ed1Ce2,pwilliamson4b@house.gov,Sales Activity,40
2024-03-07T05:19:43Z,Alfy Cripin,2024-04-04T11:30:50Z,"[4, 5, 5, 3, 6, 0, 0]",Average,65BF3AFcBb5CEEC13D655636,acripin4c@mediafire.com,Sales Activity,23
2024-01-08T05:26:17Z,Odie O'Grada,2024-03-03T13:00:32Z,"[3, 4, 7, 0, 2, 1, 5]",Poor,eCCBcDa7ECdbCdCe18DeB90a,oograda4d@dmoz.org,BAU Activity,22
2024-04-04T08:12:44Z,Kari Jon,2024-01-15T13:32:41Z,"[10, 1, 10, 5, 3, 8, 8]",Poor,cdB4087f5EbddfAEB179eeAd,kjon4e@ucla.edu,BAU Activity,45
2024-02-04T11:34:31Z,Nikolaos Glenwright,2024-02-28T13:57:57Z,"[0, 7, 5, 3, 10, 4, 2]",Good,48fBbEBeF5E87b7632aEfB1c,nglenwright4f@china.com.cn,BAU Activity,31
2024-02-24T08:26:48Z,Selle Breslauer,2024-01-04T22:01:35Z,"[4, 10, 0, 1, 2, 1, 4]",Poor,BCA5cC7D4FC9eb22CB3e9De1,sbreslauer4g@weebly.com,BAU Activity,22
2024-02-10T13:11:45Z,Maye Darbey,2024-01-18T14:04:29Z,"[10, 9, 4, 1, 1, 4, 7]",Very Poor,aFD8ef5B3b8CBC95bccdffAe,mdarbey4h@typepad.com,Sales Activity,36
2024-02-23T10:59:44Z,Dicky Biles,2024-05-25T02:01:33Z,"[8, 2, 9, 5, 10, 6, 6]",Average,ceEd0dbdEDAfFec6bB25c17f,dbiles4i@huffingtonpost.com,BAU Activity,46
2024-02-03T13:15:29Z,Osbert Steen,2024-01-27T05:12:34Z,"[3, 9, 5, 4, 3, 10, 7]",Excellent,9e3EcD9eCBF5b2aBE524cdaB,osteen4j@nationalgeographic.com,BAU Activity,41
2024-03-01T20:31:03Z,Fabian Gyurko,2024-01-21T07:50:51Z,"[5, 3, 7, 4, 3, 0, 5]",Poor,69f4Eebdb3FEdcD08fdcDCEb,fgyurko4k@nbcnews.com,Sales Activity,27
2024-02-05T04:04:22Z,Karlee Bellino,2024-05-15T00:23:05Z,"[1, 1, 9, 2, 6, 0, 9]",Poor,c8C3E7941D5Ce1D67AEF7bBb,kbellino4l@ucsd.edu,Sales Activity,28
2024-03-05T01:47:06Z,Robbie Winstone,2024-02-07T22:21:41Z,"[4, 3, 0, 6, 5, 3, 6]",Very Poor,DcAaDe15fFFccC1c01D0a0ea,rwinstone4m@multiply.com,Sales Activity,27
2024-03-22T03:43:56Z,Colette Hallums,2024-01-07T04:26:14Z,"[9, 2, 10, 5, 3, 2, 5]",Poor,5cFFBe8fA372FdaeEd9e57ae,challums4n@comcast.net,Sales Activity,36
2024-03-12T05:19:02Z,Gannie Fehner,2024-04-26T19:29:27Z,"[0, 3, 5, 5, 10, 6, 3]",Good,B7B45feaFdA4bdDdB07ae0eB,gfehner4o@upenn.edu,BAU Activity,32
2024-05-04T06:28:15Z,Godfrey Callis,2024-05-14T17:05:36Z,"[1, 0, 8, 5, 1, 4, 7]",Average,aFC25B4BCF2D8b301C9CADeb,gcallis4p@discovery.com,Sales Activity,26
2024-04-03T00:29:11Z,Ashia Bibbie,2024-01-15T20:44:49Z,"[1, 7, 9, 1, 8, 7, 1]",Average,15DF40afEe01EeB95ea51dED,abibbie4q@tmall.com,BAU Activity,34
2024-01-06T12:09:44Z,Fredelia Neaverson,2024-05-08T06:30:57Z,"[2, 10, 6, 0, 3, 0, 3]",Very Poor,b50BE6eB8dd54dbB6DeedaFF,fneaverson4r@unesco.org,Sales Activity,24
2024-04-28T19:50:54Z,Shandy Heinel,2024-04-29T15:58:37Z,"[2, 3, 4, 6, 2, 0, 7]",Excellent,f7Bcf65Abc7e3fE7adec75a5,sheinel4s@oakley.com,BAU Activity,24
2024-01-23T20:00:20Z,Nichole Wordley,2024-03-08T18:29:44Z,"[9, 5, 3, 9, 4, 7, 7]",Average,9E7BAdf8AEebbb5CcDCf1cB7,nwordley4t@facebook.com,BAU Activity,44
2024-01-05T13:15:50Z,Sherline Burwell,2024-03-17T12:07:35Z,"[10, 4, 0, 8, 1, 2, 1]",Average,aD7E5Cf6Ac3C3ABEDD2CBf9c,sburwell4u@harvard.edu,BAU Activity,26
2024-03-26T11:17:07Z,Allyce Cheesworth,2024-01-21T08:15:37Z,"[7, 6, 4, 9, 5, 6, 5]",Very Poor,9a3dE1eBAbFcc7CE14BeF411,acheesworth4v@baidu.com,Sales Activity,42
2024-03-14T01:11:01Z,Frances Buckell,2024-02-07T16:02:17Z,"[3, 1, 0, 2, 6, 6, 8]",Very Poor,6Af0E2B0B83CDB78BEAA0DFe,fbuckell4w@free.fr,Sales Activity,26
2024-03-02T22:03:33Z,Zondra Rising,2024-05-10T19:33:51Z,"[3, 8, 9, 7, 7, 6, 6]",Poor,eABADC13Ed3Dfc9de4A6faC3,zrising4x@gmpg.org,BAU Activity,46
2024-03-09T09:32:19Z,Dulcy O'Flynn,2024-02-19T08:12:37Z,"[2, 5, 1, 1, 10, 0, 4]",Excellent,EDF8ecb8eC746ACD4ef2dA0F,doflynn4y@si.edu,BAU Activity,23
2024-03-25T09:38:22Z,Shaine Quennell,2024-05-30T08:08:28Z,"[4, 9, 10, 9, 6, 4, 6]",Good,a1cFFDDFe3adBdacfFeCac8C,squennell4z@cargocollective.com,BAU Activity,48
2024-05-17T10:48:14Z,Darda Costall,2024-03-29T19:42:40Z,"[7, 3, 2, 3, 6, 2, 0]",Poor,7dbC68eDCF015bFB8BCFCa04,dcostall50@storify.com,Sales Activity,23
2024-01-13T02:41:45Z,Iormina Stanbro,2024-03-08T01:32:18Z,"[1, 1, 4, 4, 8, 2, 8]",Poor,c8FFBa8abFbDC8fC0C3bF6D2,istanbro51@phpbb.com,Sales Activity,28
2024-03-14T14:19:43Z,Nils McAleese,2024-02-14T00:19:34Z,"[8, 8, 1, 4, 2, 0, 6]",Excellent,1C0caFccd8761cc9BeC17d5d,nmcaleese52@army.mil,Sales Activity,29
2024-02-02T11:56:14Z,Cloris L'Episcopio,2024-04-11T21:18:35Z,"[3, 3, 2, 5, 5, 1, 8]",Good,A90fca93CAEe0a6bE3A8CF5f,clepiscopio53@istockphoto.com,Sales Activity,27
2024-01-09T23:11:02Z,Karalee Pepis,2024-04-09T04:42:32Z,"[9, 5, 4, 7, 5, 2, 10]",Poor,F1a5AbABc8bAFc0FaD92ebED,kpepis54@xing.com,Sales Activity,42
2024-02-24T05:47:19Z,Andre Buttrum,2024-04-18T13:22:06Z,"[7, 0, 2, 9, 2, 7, 5]",Excellent,Da24fd89C14fC2bdAAb5b28a,abuttrum55@nih.gov,Sales Activity,32
2024-04-17T19:41:22Z,Essa Quantick,2024-01-16T08:01:27Z,"[9, 4, 5, 5, 2, 1, 8]",Very Poor,CA40D0A37FBD6121FF4EdfDF,equantick56@nyu.edu,BAU Activity,34
2024-02-09T08:09:07Z,Barnabas Azam,2024-04-26T11:43:33Z,"[6, 4, 9, 1, 4, 6, 8]",Average,2FeC0DccCEedAf9B6ded37EA,bazam57@army.mil,Sales Activity,38
2024-05-22T19:05:22Z,Debbie Mingardo,2024-01-09T12:35:37Z,"[3, 0, 6, 1, 10, 2, 6]",Good,eae8720A07dC99DbdC5Ff2Cf,dmingardo58@sina.com.cn,Sales Activity,28
2024-02-02T01:58:52Z,Kathlin MacNish,2024-02-15T23:31:58Z,"[9, 7, 3, 8, 5, 2, 9]",Good,5FfeeDAaA8eE2A8D620DFC3F,kmacnish59@yolasite.com,BAU Activity,43
2024-02-28T08:56:24Z,Allin Rubinovici,2024-03-24T01:59:51Z,"[5, 9, 9, 7, 6, 9, 0]",Poor,7FEcfC4bf9fCfC0A0FAb9DA8,arubinovici5a@soundcloud.com,Sales Activity,45
2024-02-23T00:59:25Z,Ogdan Horry,2024-02-11T11:05:57Z,"[10, 1, 3, 6, 2, 9, 6]",Good,fb4f4EBCA8adB6561Ba4dBeA,ohorry5b@foxnews.com,Sales Activity,37
2024-02-19T11:57:53Z,Hayyim Parsonson,2024-04-19T12:22:53Z,"[5, 6, 9, 1, 10, 2, 2]",Poor,Ca72B2ef3e4d95E82EBb15AD,hparsonson5c@tiny.cc,Sales Activity,35
2024-01-04T19:41:17Z,Orran Goodridge,2024-02-14T12:24:34Z,"[7, 3, 3, 2, 6, 7, 2]",Average,9C3a7E4e4Eeb9D9aB79f3B26,ogoodridge5d@diigo.com,BAU Activity,30
2024-01-18T18:14:17Z,Zebedee Elstob,2024-05-21T16:12:32Z,"[0, 9, 9, 9, 1, 3, 2]",Very Poor,CBebFEc718e9Daf6C7eabfcf,zelstob5e@pagesperso-orange.fr,BAU Activity,33
2024-03-06T21:25:20Z,Laney Melmeth,2024-01-09T04:42:44Z,"[2, 1, 6, 7, 5, 2, 1]",Excellent,70FEAfedEFeEDCeb69D98bFC,lmelmeth5f@drupal.org,Sales Activity,24
2024-03-06T12:01:45Z,Peg Padson,2024-05-15T15:22:45Z,"[5, 1, 3, 5, 8, 9, 1]",Average,dF7beDF35dFb7b1aBb0DB534,ppadson5g@springer.com,Sales Activity,32
2024-01-26T16:19:55Z,Xylia Bernardelli,2024-02-02T08:38:09Z,"[3, 6, 5, 6, 0, 9, 0]",Excellent,c6e89fEbCdD4D8ca2e17A5Ac,xbernardelli5h@imdb.com,BAU Activity,29
2024-01-08T21:09:24Z,Earlie Hext,2024-02-15T09:48:10Z,"[10, 7, 4, 10, 2, 3, 8]",Excellent,DBFacb2ebA35A92eFcdEaFF6,ehext5i@businessinsider.com,BAU Activity,44
2024-01-06T12:54:08Z,Englebert Campana,2024-01-07T10:06:37Z,"[2, 4, 8, 0, 3, 4, 0]",Very Poor,Bb4ffFa2b3029DFcAD4D1b9b,ecampana5j@businesswire.com,BAU Activity,21
2024-02-28T13:53:17Z,Noah Conwell,2024-01-25T20:04:49Z,"[9, 4, 9, 10, 3, 9, 1]",Very Poor,6e92d06D951BaECADf3Dc4f9,nconwell5k@hud.gov,Sales Activity,45
2024-03-27T01:06:06Z,Em Melpuss,2024-02-12T09:40:46Z,"[9, 3, 9, 2, 3, 6, 2]",Poor,9C3f638FEeaee53FfBF38f0f,emelpuss5l@weather.com,Sales Activity,34
2024-05-30T04:57:20Z,Elayne Shimmans,2024-01-18T01:44:32Z,"[2, 1, 10, 6, 0, 0, 9]",Poor,bF9ad44e99bDFEEEDE039ff0,eshimmans5m@twitpic.com,Sales Activity,28
2024-05-29T09:31:11Z,Mark Vanderplas,2024-02-28T05:29:01Z,"[1, 10, 3, 6, 5, 6, 2]",Very Poor,7AbEBfaDbEdB5A8AD8BfFaBb,mvanderplas5n@live.com,Sales Activity,33
2024-05-02T23:49:05Z,Elsy Sansun,2024-05-02T05:23:59Z,"[2, 9, 7, 6, 3, 3, 1]",Average,19d9b6f0EFabEd1c33Cc770D,esansun5o@un.org,BAU Activity,31
2024-04-19T22:11:03Z,Nevsa Usborn,2024-01-24T02:53:31Z,"[4, 4, 0, 1, 10, 9, 4]",Poor,799ACC0dDBeF313cb6fEDBCE,nusborn5p@redcross.org,Sales Activity,32
2024-04-04T18:20:25Z,Loutitia Kunes,2024-04-16T11:44:57Z,"[4, 7, 7, 6, 10, 9, 0]",Poor,54AA7ed88cccFE52aBd2aCEf,lkunes5q@thetimes.co.uk,Sales Activity,43
2024-05-23T23:51:51Z,Kristi Ivchenko,2024-04-05T18:44:54Z,"[1, 9, 6, 1, 4, 4, 2]",Poor,B9FEE4dFEbefF28dcefAEbcE,kivchenko5r@ucoz.com,BAU Activity,27
2024-03-18T10:14:42Z,Cleopatra Bhar,2024-03-13T21:17:27Z,"[8, 0, 5, 8, 10, 6, 2]",Excellent,CDeed2FABceD3d38BD7C3ABC,cbhar5s@latimes.com,Sales Activity,39
2024-01-18T12:17:17Z,Radcliffe Martignon,2024-02-06T11:31:13Z,"[2, 8, 2, 9, 8, 2, 5]",Poor,AdA6DeB6caC79caDdCDcAF3E,rmartignon5t@ox.ac.uk,BAU Activity,36
2024-03-24T07:08:58Z,Lynnelle Mildner,2024-01-04T10:13:09Z,"[4, 5, 10, 3, 4, 0, 10]",Poor,aC325835edfb6E0Cb8edbfd3,lmildner5u@youtu.be,BAU Activity,36
2024-04-14T01:07:43Z,Briant Bilbrooke,2024-04-30T23:43:48Z,"[6, 1, 1, 6, 5, 1, 4]",Excellent,0b0DbC4C7Eed0ABCCDe54093,bbilbrooke5v@mit.edu,Sales Activity,24
2024-03-30T19:01:39Z,Case Helsby,2024-02-26T03:44:53Z,"[8, 6, 3, 10, 4, 2, 1]",Average,f1AddC0191f5D0cc2b64B762,chelsby5w@mail.ru,BAU Activity,34
2024-02-14T17:50:35Z,Mireielle Cattow,2024-01-24T22:24:35Z,"[3, 7, 9, 8, 7, 8, 1]",Very Poor,fF453acC331B8FfDBbaDaaAa,mcattow5x@google.fr,BAU Activity,43
2024-04-06T03:16:20Z,Orella Virr,2024-02-06T01:24:55Z,"[10, 7, 1, 9, 6, 3, 7]",Excellent,0e67afcBFaDcA0c1fb0e6e6E,ovirr5y@answers.com,Sales Activity,43
2024-03-15T10:25:28Z,Bonita Worcester,2024-05-05T18:19:56Z,"[4, 6, 8, 4, 9, 10, 10]",Very Poor,F8Ac805cA8b5abDf4e5baEB4,bworcester5z@ocn.ne.jp,Sales Activity,51
2024-01-10T19:58:29Z,Jacklin Berzins,2024-04-21T09:57:13Z,"[5, 4, 4, 9, 5, 3, 5]",Very Poor,D6EB4fD7eDeEFf63aAea1F4f,jberzins60@google.cn,Sales Activity,35
2024-02-16T13:41:00Z,Gerty Windram,2024-02-23T23:45:52Z,"[8, 3, 0, 8, 7, 10, 10]",Excellent,4dc4bD7c5eDdAAa9F85b1eC0,gwindram61@behance.net,BAU Activity,46
2024-04-15T22:36:15Z,Linn Landall,2024-01-03T19:31:26Z,"[0, 7, 7, 3, 9, 10, 4]",Average,dcFbCA1cBCD429bf3C9DA905,llandall62@economist.com,Sales Activity,40
2024-02-05T15:05:40Z,Greta Schoroder,2024-03-20T00:19:31Z,"[0, 3, 0, 4, 5, 2, 5]",Average,ACf53FA1E3A1Fcdefb1bEdEB,gschoroder63@liveinternet.ru,BAU Activity,19
2024-03-12T03:00:21Z,Quentin Bleue,2024-04-25T09:51:18Z,"[5, 6, 2, 10, 8, 8, 1]",Average,5d97daBDBAdF3D14d60fDdb2,qbleue64@xrea.com,Sales Activity,40
2024-03-19T23:57:16Z,Laurie Posse,2024-02-01T03:12:18Z,"[8, 8, 4, 2, 2, 6, 1]",Very Poor,FFda5ceB5FF1aFc4CDFeE77f,lposse65@mapquest.com,Sales Activity,31
2024-04-02T08:12:43Z,Mada Avon,2024-01-01T12:51:44Z,"[2, 8, 9, 1, 8, 4, 10]",Very Poor,B3f6B3aEAAfEAfFADEaDDDcb,mavon66@clickbank.net,BAU Activity,42
2024-01-05T00:19:38Z,Cammy Hughesdon,2024-04-10T14:21:14Z,"[2, 10, 4, 5, 0, 9, 2]",Very Poor,cec5f2f75dF2a439cb13cc7E,chughesdon67@comcast.net,Sales Activity,32
2024-01-01T16:47:53Z,Tobi Heephy,2024-03-11T06:56:34Z,"[2, 3, 0, 5, 7, 0, 6]",Excellent,2b75cBDcA1eA11e1DCdF942D,theephy68@prweb.com,BAU Activity,23
2024-05-05T06:43:51Z,Alleen Myhan,2024-05-29T20:13:18Z,"[6, 9, 2, 8, 6, 7, 9]",Very Poor,E2FaBA3cEDcefEFACeEd6Dc0,amyhan69@theglobeandmail.com,Sales Activity,47
2024-04-09T20:35:24Z,Jilli Tulk,2024-04-04T09:17:44Z,"[9, 1, 0, 6, 8, 1, 4]",Excellent,aa388BaAbAFb01C3C4D08ad6,jtulk6a@reddit.com,BAU Activity,29
2024-01-20T06:45:56Z,Kati Baress,2024-04-25T12:38:34Z,"[1, 0, 1, 7, 2, 2, 3]",Good,6fc223DD8ECbE09cA8dC2ecD,kbaress6b@lycos.com,Sales Activity,16
2024-03-30T21:28:52Z,Adham Miell,2024-02-19T03:41:39Z,"[10, 2, 6, 2, 6, 1, 9]",Excellent,6Cceeb7Ff0ebE2F7EdDE6cFD,amiell6c@yandex.ru,Sales Activity,36
2024-05-09T09:57:18Z,Natty Duggleby,2024-03-11T06:48:40Z,"[0, 4, 8, 4, 6, 10, 6]",Very Poor,4AfeeaBBd97EACe3dedaDFbc,nduggleby6d@forbes.com,Sales Activity,38
2024-05-23T21:12:09Z,Bertrand Erdes,2024-02-22T11:06:37Z,"[4, 4, 5, 0, 8, 9, 6]",Excellent,3e1EF3057CA3Dab7cD9f8Bb9,berdes6e@nih.gov,BAU Activity,36
2024-01-08T03:37:29Z,Laney Bloxsum,2024-02-05T06:56:24Z,"[10, 5, 10, 1, 5, 6, 10]",Good,c4F4ce3fb94CC65AFCEfFa5c,lbloxsum6f@spotify.com,BAU Activity,47
2024-05-11T17:49:14Z,Normand Episcopi,2024-03-13T17:24:06Z,"[6, 5, 8, 6, 3, 5, 3]",Very Poor,cccf4E5bC4ea2aaa6C9Ee7cC,nepiscopi6g@simplemachines.org,BAU Activity,36
2024-02-13T03:01:32Z,Gary Artois,2024-04-16T06:40:34Z,"[10, 8, 3, 3, 3, 2, 8]",Poor,48b9cc1aCBb3c0EbEE34cCD7,gartois6h@princeton.edu,Sales Activity,37
2024-02-20T18:44:38Z,Tobey Somersett,2024-03-21T20:07:09Z,"[3, 4, 1, 3, 7, 9, 9]",Very Poor,BE88ebd6ab9fEe39448A1aaf,tsomersett6i@theatlantic.com,BAU Activity,36
2024-03-14T01:06:10Z,Peterus Isselee,2024-01-03T03:40:42Z,"[4, 1, 1, 9, 4, 10, 10]",Average,CBF2aAB86f6d8bbBCcBDb0Cd,pisselee6j@acquirethisname.com,Sales Activity,39
2024-02-06T16:52:52Z,Zandra Neilan,2024-02-12T16:27:15Z,"[9, 5, 9, 6, 7, 4, 7]",Good,7Eb3868aaBcEE55bcdceAAdb,zneilan6k@dedecms.com,Sales Activity,47
2024-02-18T06:30:12Z,Waylan Dahlen,2024-03-11T11:02:43Z,"[8, 0, 9, 3, 5, 7, 4]",Very Poor,B75d68FCdFa414687eB9BD9D,wdahlen6l@google.co.jp,BAU Activity,36
2024-02-09T21:01:47Z,Gussy Succamore,2024-05-10T15:49:50Z,"[7, 0, 2, 1, 8, 7, 2]",Very Poor,a8F1FDaCdEaE0dA93AdfA34a,gsuccamore6m@yahoo.com,BAU Activity,27
2024-03-03T01:00:00Z,Agnella Bassett,2024-01-23T02:00:29Z,"[7, 2, 7, 4, 4, 6, 7]",Average,FaeCEDCD9d44d1adAEfED7C8,abassett6n@sciencedirect.com,BAU Activity,37
2024-05-26T05:53:13Z,Olenka Piel,2024-03-22T07:53:54Z,"[7, 10, 9, 2, 1, 1, 8]",Average,2ab1BAE440fDAbAcb15fFAeb,opiel6o@devhub.com,Sales Activity,38
2024-05-03T01:44:05Z,Erhard Izsak,2024-03-30T17:04:40Z,"[10, 5, 1, 7, 7, 3, 9]",Very Poor,408bdDdBd7Bbd4ADaE4dc1AC,eizsak6p@wix.com,Sales Activity,42
